E [MeV]	dEdx [keV/microm]
0.451856	436.368
0.454465	437.309
0.457088	438.249
0.459727	439.188
0.462381	440.126
0.46505	441.063
0.467735	441.999
0.470435	442.933
0.473151	443.867
0.475883	444.798
0.47863	445.729
0.481393	446.658
0.484172	447.586
0.486968	448.513
0.489779	449.438
0.492606	450.36
0.49545	451.282
0.49831	452.202
0.501187	453.121
0.504081	454.037
0.506991	454.953
0.509918	455.866
0.512861	456.778
0.515822	457.688
0.5188	458.596
0.521795	459.503
0.524807	460.408
0.527837	461.311
0.530884	462.213
0.533949	463.112
0.537032	464.01
0.540132	464.907
0.54325	465.801
0.546387	466.694
0.549541	467.584
0.552713	468.473
0.555904	469.36
0.559114	470.245
0.562341	471.128
0.565588	472.01
0.568853	472.889
0.572137	473.767
0.57544	474.642
0.578762	475.515
0.582103	476.386
0.585464	477.255
0.588844	478.121
0.592243	478.985
0.595662	479.846
0.599101	480.705
0.60256	481.561
0.606038	482.414
0.609537	483.264
0.613056	484.111
0.616595	484.956
0.620155	485.797
0.623735	486.635
0.627336	487.471
0.630957	488.302
0.6346	489.13
0.638263	489.955
0.641948	490.777
0.645654	491.594
0.649382	492.408
0.653131	493.219
0.656901	494.026
0.660693	494.83
0.664508	495.63
0.668344	496.426
0.672202	497.219
0.676083	498.008
0.679986	498.794
0.683912	499.576
0.68786	500.353
0.691831	501.128
0.695825	501.898
0.699842	502.665
0.703882	503.429
0.707946	504.189
0.712033	504.945
0.716143	505.697
0.720278	506.445
0.724436	507.189
0.728618	507.93
0.732825	508.665
0.737055	509.398
0.74131	510.125
0.74559	510.849
0.749894	511.568
0.754223	512.283
0.758578	512.994
0.762957	513.701
0.767361	514.403
0.771792	515.101
0.776247	515.794
0.780728	516.483
0.785236	517.168
0.789769	517.848
0.794328	518.524
0.798914	519.195
0.803526	519.861
0.808165	520.524
0.812831	521.182
0.817523	521.834
0.822243	522.483
0.82699	523.127
0.831764	523.766
0.836566	524.4
0.841395	525.029
0.846253	525.654
0.851138	526.274
0.856052	526.888
0.860994	527.498
0.865964	528.102
0.870964	528.701
0.875992	529.296
0.881049	529.885
0.886135	530.468
0.891251	531.047
0.896396	531.62
0.901571	532.188
0.906776	532.751
0.912011	533.309
0.917276	533.86
0.922571	534.407
0.927897	534.947
0.933254	535.482
0.938642	536.012
0.944061	536.535
0.949511	537.054
0.954993	537.566
0.960506	538.072
0.966051	538.573
0.971628	539.067
0.977237	539.556
0.982879	540.038
0.988553	540.515
0.99426	540.986
1	541.451
1.00577	541.91
1.01158	542.362
1.01742	542.809
1.02329	543.25
1.0292	543.685
1.03514	544.113
1.04112	544.536
1.04713	544.953
1.05317	545.362
1.05925	545.762
1.06537	546.157
1.07152	546.546
1.07771	546.928
1.08393	547.305
1.09018	547.675
1.09648	548.039
1.10281	548.397
1.10917	548.75
1.11558	549.096
1.12202	549.436
1.1285	549.77
1.13501	550.098
1.14156	550.419
1.14815	550.734
1.15478	551.042
1.16145	551.345
1.16815	551.64
1.1749	551.93
1.18168	552.212
1.1885	552.488
1.19536	552.759
1.20226	553.022
1.20921	553.279
1.21619	553.529
1.22321	553.773
1.23027	554.01
1.23737	554.241
1.24451	554.466
1.2517	554.684
1.25893	554.895
1.26619	555.101
1.2735	555.299
1.28086	555.492
1.28825	555.678
1.29569	555.857
1.30317	556.031
1.31069	556.198
1.31826	556.359
1.32587	556.513
1.33352	556.662
1.34122	556.805
1.34896	556.941
1.35675	557.065
1.36458	557.183
1.37246	557.294
1.38038	557.399
1.38835	557.498
1.39637	557.592
1.40443	557.679
1.41254	557.761
1.42069	557.836
1.42889	557.906
1.43714	557.97
1.44544	558.027
1.45378	558.079
1.46218	558.124
1.47062	558.164
1.47911	558.197
1.48765	558.224
1.49624	558.245
1.50487	558.261
1.51356	558.27
1.5223	558.273
1.53109	558.27
1.53993	558.261
1.54882	558.246
1.55776	558.226
1.56675	558.199
1.5758	558.167
1.58489	558.129
1.59404	558.085
1.60325	558.035
1.6125	557.98
1.62181	557.919
1.63117	557.852
1.64059	557.78
1.65006	557.702
1.65959	557.61
1.66917	557.511
1.6788	557.408
1.6885	557.299
1.69824	557.184
1.70805	557.064
1.71791	556.939
1.72783	556.808
1.7378	556.671
1.74783	556.529
1.75792	556.382
1.76807	556.229
1.77828	556.07
1.78855	555.907
1.79887	555.737
1.80926	555.563
1.8197	555.383
1.83021	555.198
1.84077	555.007
1.8514	554.811
1.86209	554.61
1.87284	554.403
1.88365	554.189
1.89452	553.972
1.90546	553.747
1.91646	553.518
1.92752	553.283
1.93865	553.042
1.94984	552.796
1.9611	552.545
1.97242	552.287
1.98381	552.025
1.99526	551.757
2.00678	551.483
2.01837	551.204
2.03002	550.919
2.04174	550.63
2.05353	550.334
2.06538	550.033
2.0773	549.727
2.0893	549.416
2.10136	549.099
2.11349	548.778
2.12569	548.451
2.13796	548.119
2.1503	547.782
2.16272	547.439
2.1752	547.093
2.18776	546.74
2.20039	546.383
2.21309	546.023
2.22587	545.658
2.23872	545.289
2.25165	544.914
2.26464	544.535
2.27772	544.152
2.29087	543.763
2.30409	543.369
2.31739	542.972
2.33077	542.569
2.34423	542.161
2.35776	541.749
2.37137	541.333
2.38506	540.911
2.39883	540.484
2.41268	540.054
2.42661	539.618
2.44062	539.178
2.45471	538.733
2.46888	538.284
2.48313	537.829
2.49747	537.37
2.51189	536.907
2.52639	536.439
2.54097	535.967
2.55564	535.49
2.5704	535.009
2.58523	534.524
2.60016	534.033
2.61517	533.539
2.63027	533.04
2.64545	532.537
2.66073	532.03
2.67609	531.519
2.69153	531.003
2.70707	530.484
2.7227	529.96
2.73842	529.433
2.75423	528.901
2.77013	528.366
2.78612	527.827
2.80221	527.284
2.81838	526.737
2.83465	526.187
2.85102	525.633
2.86748	525.074
2.88403	524.512
2.90068	523.947
2.91743	523.377
2.93427	522.804
2.95121	522.227
2.96825	521.645
2.98538	521.06
3.00262	520.472
3.01995	519.88
3.03739	519.284
3.05492	518.684
3.07256	518.081
3.0903	517.473
3.10814	516.863
3.12608	516.249
3.14413	515.63
3.16228	515.009
3.18053	514.384
3.1989	513.756
3.21736	513.124
3.23594	512.488
3.25462	511.85
3.27341	511.207
3.2923	510.562
